original_text,translation_method,model1_name,model1_translation,model2_name,model2_translation,model3_name,model3_translation,model4_name,model4_translation
Combs denied the astounding allegations but settled the charge just one day later.,neural_machine_translation,GPTSw3 - 6.7B,"Combs avsannaði ótrúliga áskoðanina, men gjørdi sáttmálan ein dag seinni.",Claude,"Combs noktaði fyri teimum ótrúligu ákærunum, men avgjørdi málið bert ein dag seinni.",NLLB 1.3,"Combs noktaði fyri teimum skelkandi skuldsetingunum, men semja varð gjørd um ákæruna bert ein dag seinni.",Llama 3.1 - 8B,"Combs vísti undrandi uppáhaldini aftur, men tók avgjørdan ein einasta dag seinni."
"With time, hip-hop came to represent far more than just an innovative and vibrant form of artistic expression.",neural_machine_translation,GPTSw3 - 6.7B,Við tíðini kom hip-hop at umboða nógv meira enn bara eitt nýskapandi og livandi listagrein.,Claude,Við tíðini kom hip-hop at umboða nógv meira enn bara eitt nýskapandi og livandi slag av listarligum úttrykki.,NLLB 1.3,Við tíðini kom hip-hop at umboða nógv meira enn bara eitt nýskapandi og livandi slag av listarligum málburði.,Llama 3.1 - 8B,Við tíðini kom hip-hop at umboða nógv meira enn bara eitt nýtt og lívligt listarlag.
It functioned as a significant medium for critical commentary on the adversities encountered in inner-city life.,neural_machine_translation,GPTSw3 - 6.7B,"Tað virkaði sum eitt týðandi miðdepil fyri viðmerking um mótstøður, ið vóru í lívinum í býarøkinum.",Claude,"Tað virkaði sum eitt týdningarmikið miðil fyri kritiskar viðmerkingar um trupulleikarnar, ið vórðu upplivdir í miðstaðarlívinum.",NLLB 1.3,Tað virkaði sum týðandi miðil fyri kritiskari viðmerking til mótgongdirnar í býarlívinum.,Llama 3.1 - 8B,"Tað virkaði sum ein týðandi miðil fyri atgongandi viðmerking um trupulleikar, sum møttust í býarlívinum."
"Another industry heavyweight, Dr Dre, has also faced accusations of misogyny and violence against women throughout his career.",neural_machine_translation,GPTSw3 - 6.7B,"Ein annar stórur í vinnuni, Dr Dre, hevur eisini verið ákærdur fyri misogyni og harðskap móti kvinnum í alt sítt lív.",Claude,"Ein annar tungvektsleikari í vinnuni, Dr Dre, hevur eisini møtt ákærum um kvinnuníð og harðskap móti kvinnum gjøgnum sína yrkisleið.",NLLB 1.3,"Ein annar tungvektari í vinnuni, Dr Dre, hevur eisini verið fyri ákærum um konufólkahatur og harðskap móti kvinnum alla sína yrkisleið.",Llama 3.1 - 8B,"Ein annar stórvirki, Dr Dre, hevur eisini verið ákærdur fyri mansælu og harðskap móti kvinnum gjøgnum alt sítt yrkisleið."
"Russell Simmons, the co-founder of Def Jam Records, has also faced a multitude of sexual assault and rape allegations.",neural_machine_translation,GPTSw3 - 6.7B,"Russell Simmons, samgrundarmaðurin av Def Jam Records, hevur eisini verið fyri fleiri átalu um kynsligt misbrúk og drápsmál.",Claude,"Russell Simmons, stovnarin av Def Jam Records, hevur eisini møtt nógvum ákærum um kynsliga ágang og neyðtøku.",NLLB 1.3,"Russel Simmons, sum er við til at stovna Def Jam Records, hevur eisini verið fyri eini fjøld av ákærum um kynsligan ágang og neyðtøku.",Llama 3.1 - 8B,"Russell Simmons, ein av stovnafólkunum í Def Jam Records, hevur eisini verið ákærdur fyri eina rúgvu av kynsligum ágangi og rán."
Diego Simeone calls for action after the Spanish football league’s Madrid derby was halted due to crowd trouble.,neural_machine_translation,GPTSw3 - 6.7B,"Diego Simeone rópar á at gera okkurt eftir at sponsku fótbóltsdeildin fekk steðga tí, at harðskapur var ímillum stuðlarnar.",Claude,"Diego Simeone krevur handling, eftir at spanski fótbóltsligin steðgaði Madrid-derbýnum orsakað av óskili millum áskoðararnar.",NLLB 1.3,"Diego Simeone biður um tiltøk, eftir at Madrid derby í spansku fótbóltsdeildini varð steðgað vegna ófrið í mannamúgvuni.",Llama 3.1 - 8B,"Diego Simeone kravdi, at tað skuldi gerast, eftir at spælarið í spanska fótbóltsdeildini, Madrid derby, varð steðgaður orsakað av ófriði í mannamúgvuni."
“My opinion is that people who have committed incidents should be sanctioned by the club.,neural_machine_translation,GPTSw3 - 6.7B," mínum tykki er, at fólk, ið hava framt hendingir, eiga at verða revsað av felagnum.",Claude,"Mín meining er, at fólk, sum hava framt hendingar, eiga at verða revsað av felagnum.",NLLB 1.3,"Mín meining er, at fólk, sum hava framt hendingar, eiga at verða revsað av felagnum.",Llama 3.1 - 8B,"""Mín hugsan er, at fólk, sum hava gjørt óhapp, skulu vera revsað av klubbanum."""
We don’t need these people.,neural_machine_translation,GPTSw3 - 6.7B,Vit hava ikki brúk fyri hesum fólkunum.,Claude,Vit hava ikki brúk fyri hesum fólkum.,NLLB 1.3,Vit hava ikki brúk fyri hesum fólkunum.,Llama 3.1 - 8B,Vit hava ikki brúk fyri hesum fólkunum.
"A message on the stadium’s loudspeaker said the match was being interrupted for 15 minutes, adding it would be suspended if the problem continued.",neural_machine_translation,GPTSw3 - 6.7B,"Eitt boð á leikvøllinum í kjölfarið á harðtalaranum segði, at dysturin var avbrotin í 15 minuttir, og at hann varð steðgaður, um trupulleikin helt fram.",Claude,"Ein boðan í ljóðkervinum á leikvøllinum segði, at dysturin varð steðgaður í 15 minuttir, og legði afturat, at hann fór at verða avlýstur, um trupulleikin helt fram.",NLLB 1.3,"Ein fráboðan á hátalaranum á leikvøllinum segði, at dysturin varð avbrendur í 15 minuttir, og at hann fór at verða steðgaður, um trupulleikin helt fram.",Llama 3.1 - 8B,"Ein boð á ljóðtólinum á leikvøllinum segði, at dysturin varð steðgaður í 15 minuttir, og segði, at hann fór at steðga, um trupulleikin helt fram."
Simeone also asked several times for the fans to behave.,neural_machine_translation,GPTSw3 - 6.7B,Simeone bað eisini fleiri ferðir fjeppararnar um at skikka sær væl.,Claude,Simeone bað eisini fleiri ferðir áskoðararnar um at uppibera seg væl.,NLLB 1.3,Simeone bað eisini fleiri ferðir fjeppararnar bera seg væl at.,Llama 3.1 - 8B,Simeone bað eisini fleiri ferðir um at fjeppararnir skuldu skikka sær.
"“We all have to help,” he said.",neural_machine_translation,GPTSw3 - 6.7B,"ESTAMPVit mugu øll hjálpa honum, segði hann.",Claude,"""Vit mugu øll hjálpa til,"" segði hann.",NLLB 1.3,"""Vit mugu øll hjálpa,"" segði hann.",Llama 3.1 - 8B,"“Vit mugu øll hjálpa,” segði hann."
"If we want to build a better future, we all need to eat more fish.",neural_machine_translation,GPTSw3 - 6.7B,"Um vit vilja byggja eina betri framtíð, hava vit brúk fyri, at øll eta meira fisk.",Claude,"Um vit vilja byggja eina betri framtíð, mugu vit øll eta meira fisk.",NLLB 1.3,"Um vit vilja byggja eina betri framtíð, noyðast vit øll at eta meira fisk.",Llama 3.1 - 8B,"Vilja vit byggja eina betri framtíð, mugu vit øll eta meira fisk."
"At the same time, food systems are under growing pressure to reduce greenhouse gas emissions.",neural_machine_translation,GPTSw3 - 6.7B,Samstundis er búskaparskipanin undir vaksandi trýsti at minka um útlát av vakstrarhúsgassum.,Claude,Samstundis eru matskipanir undir vaksandi trýsti at minka um útlát av vakstrarhúsgassum.,NLLB 1.3,Samstundis eru matvørukervið undir vaksandi trýsti at minka um útlátið av vakstrarhúsgassi.,Llama 3.1 - 8B,Í somu tíð er matvøru skipanin undir øktum trýsti at minka útlát í húsagass.
Aquatic foods already make a significant contribution to global nutrition.,neural_machine_translation,GPTSw3 - 6.7B,Vatnrættir matvørur geva longu eina munandi hjálp til alheims næringarætlan.,Claude,Sjóføði ger longu eitt týðandi íkast til altjóða føðslu.,NLLB 1.3,Vatnfrøðiligur matur gevur longu eitt týðandi íkast til alheims føðslu.,Llama 3.1 - 8B,Fiskur og skeljadjór hava longu gjørt ein týðandi innskot í heimsins føðslu.
"The food systems of the future will need more fish, and the future starts now.",neural_machine_translation,GPTSw3 - 6.7B,"Framtíðar matskipanin fer at tørva meira fisk, og framtíðin byrjar nú.",Claude,"Matskipanirnar í framtíðini fara at hava tørv á meira fiski, og framtíðin byrjar nú.",NLLB 1.3,"Fóðurskipanirnar í framtíðini fara at tørva meira fisk, og framtíðin byrjar nú.",Llama 3.1 - 8B,"Framtíðar matvøru skipanirnir mugu hava meira fisk, og framtíðin byrjar nú."
"In addition, with more fish available, fisherfolk need to spend less time and fuel at sea, bringing down emissions by up to 50 percent.",neural_machine_translation,GPTSw3 - 6.7B,"Umframt tað, við meira fiski til taks, noyðist fiskimenn at brúka minni tíð og brenni umborð, og harvið minka útlát við upp til 50 prosent.",Claude,"Harumframt, við fleiri fiski tøkum, noyðast fiskimenn at brúka minni tíð og brennievni á sjónum, sum minkar um útlátið við upp til 50 prosent.",NLLB 1.3,"Umframt, at meira fiskur er tøkur, noyðast fiskimenn at brúka minni tíð og brennievni á sjónum, og tað minkar útlátið upp í 50 prosent.",Llama 3.1 - 8B,"Umframt, at meira fiskur er tøkur, tørvar fiskimenni minni tíð og bensin á sjónum, og tað kann minka um útlát frá 50 prosentum."
"Fish and aquatic foods are nutrient-rich and, when produced using the latest best practices, are sustainable and climate-resilient.",neural_machine_translation,GPTSw3 - 6.7B,"Fiskur og vatnrættur er ríkt av næringarevni, og tá ið tað verður framleitt við nýggjastu bestu mannagongdunum, er tað varandi og kloddarílagandi.",Claude,"Fiskur og sjógæti eru næringsrík og, tá tey verða framleidd við nýggjastu bestu mannagongdunum, eru tey burðardygg og veðurlagsmótstøðufør.",NLLB 1.3,"Fiskur og sjófeingi er ríkur í føðsluevnum og, tá tað er framleitt við nýggjastu bestu siðvenju, er burðardyggt og veðurlagsmóttandi.",Llama 3.1 - 8B,"Fiskur og vatnfaðir hava góðar føðsluevni og eru viðurkendir og veðurlagsstøðugir, tá ið teir verða framleiddir við nýggjastu bestu mannagongdum."
She also claimed she would have “gone out there” herself before the police raid.,neural_machine_translation,GPTSw3 - 6.7B,"Hon segði eisini, at hon hevði havt farið út har sjálv, áðrenn løgreglan kom.",Claude,"Hon segði eisini, at hon hevði ""farið út hagar"" sjálv, áðrenn løgregluálopið.",NLLB 1.3,"Hon helt eisini uppá, at hon hevði gingið út har sjálv áðrenn løgregluálopið.",Llama 3.1 - 8B,"Hon segði eisini, at hon hevði farið har sjálv, áðrenn løgreglulagfarið."
"Like many other universities nationwide in the era of Gaza solidarity, our administrators are doubling down on repressive measures.",neural_machine_translation,GPTSw3 - 6.7B,"Sum nógv onnur universitet kring landið í tíðini við samkenslu fyri Gaza, tvíhalda fyrisitingin og leiðslurnar um harðskapsmál.",Claude,"Sum nógvir aðrir háskúlar kring landið í tíðini við samhaldinum við Gaza, herða okkara leiðarar átøkini at halda aftur.",NLLB 1.3,"Eins og fleiri onnur fróðskaparsetrar kring alt landið í tíðini við samhaldsfesti í Gaza, tvífaldast okkara leiðarar við repressivum tiltøkum.",Llama 3.1 - 8B,"Sum nógv onnur fróðskaparsetur í landinum í hesi tíðarskeiðið við Gaza samhuga, økjast okkara fyristøðufólk á álvarsligan hátt á ávirkanarligum ávirkum."
"This fall, they have “welcomed” new students with metal bars, security checkpoints, bag checks and mandatory ID scans.",neural_machine_translation,GPTSw3 - 6.7B,"Í heyst hava tey havt nýggj lesandi við metalstengum, trygdarskoðan, taskuskoðan og kravda samleikaskanning.",Claude,"Í heyst hava tey ""ynskt nýggjar næmingar vælkomnar"" við metalstongum, trygdareftirlitum, taskukanningum og kravdum samleikakanningum.",NLLB 1.3,"Í heyst hava tey tókað vælkomnum nýggjum næmingum við stengum úr metali, trygdarkanningum, taskukanningum og kravdum samleikakanningum.",Llama 3.1 - 8B,"Í heystið hava tey fagnað nýggjum næmingum við einum metallið, trygdar kanningum, kanningum av taskum og kravdum samleikaprógvaskanningum."
Please share how you might make different decisions in the future and expand on your rationale.,neural_machine_translation,GPTSw3 - 6.7B,"Kanst tú greiða frá, hvussu tú kanska tekur aðrar avgerðir í framtíðini og útgreinir tína grundgeving.",Claude,"Vinarliga greið frá, hvussu tú kundi tikið aðrar avgerðir í framtíðini og útgreina tína grundgeving.",NLLB 1.3,"Kanst tú deila, hvussu tú kanst taka aðrar avgerðir í framtíðini og víðka um tína skynsemi.",Llama 3.1 - 8B,"Kanst tú greiða frá, hvussu tú kanska fer at taka aðrar avgerðir í framtíðini og vísa á tína grundgeving."
"George Washington University has suspended two student groups, Students for Justice in Palestine and Jewish Voice for Peace.",neural_machine_translation,GPTSw3 - 6.7B,"George Washington University hevur steðgað tveimum studentasambondum, Students for Justice in Palestine og Jewish Voice for Peace.",Claude,"George Washington University hevur steðgað tveimum næmingabólkum, Næmingar fyri Rættvísi í Palestina og Jødisk Rødd fyri Frið.",NLLB 1.3,"George Washington University hevur útskrivað tveir næmingabólkar, Studentar fyri rættvísi í Palestina og Jewish Voice for Peace.",Llama 3.1 - 8B,"George Washington University hevur steðgað tveimum næmingabólki, Students for Justice in Palestine og Jewish Voice for Peace."
Nothing could be more antithetical to a college campus and its culture of openness and inquiry.,neural_machine_translation,GPTSw3 - 6.7B,"Einki kundi verið meira mótsætt til ein fróðskaparsetur og mentan hansara, ið byggir á opið og óheft.",Claude,Einki kundi verið meira mótsett einum universitetsøki og tess mentan av opinleika og kanning.,NLLB 1.3,Einki kann líkjast meira einum universitetsøki og mentanini við opinskapi og forvitni.,Llama 3.1 - 8B,"Einki kundi verið meira mótsagnandi fyri ein universitetsøki og mentanina, sum stendur fyri opinleika og kanning."
"Now, every day we walk onto campus, we are forced to contend with a disturbing securitised environment.",neural_machine_translation,GPTSw3 - 6.7B,"Nú, hvønn dag vit ganga á økinum, eru vit noydd at stríðast við eina órógvandi trygdarskipan.",Claude,"Nú, hvønn dag vit ganga inn á skúlaøkið, verða vit noydd at handfara eitt órógvandi trygdarumhvørvi.",NLLB 1.3,"Nú, hvønn dag vit ganga inn á universitetsøkið, eru vit noydd at stríðast við eitt ørkymlandi trygdarumhvørvi.",Llama 3.1 - 8B,"Nú hvønn dag vit ganga inn á universitetsøkið, verða vit noydd at stríðast við eitt órógvandi trygdarumhvørvi."
Elon Musk is a threat to Brazil’s democracy.,neural_machine_translation,GPTSw3 - 6.7B,Elon Musk er ein hóttan móti Brasilia.,Claude,Elon Musk er ein hóttan ímóti fólkaræðinum í Brasilia.,NLLB 1.3,Elon Musk er ein hóttan móti fólkaræðinum í Brasilia.,Llama 3.1 - 8B,Elon Musk er ein hóttan móti fólkaræðið í Brasiliu.
"So far, however, Musk’s ongoing feud with the judge has achieved nothing in the way of furthering the Brazilian people’s freedom of expression.",neural_machine_translation,GPTSw3 - 6.7B,Higartil hevur Musksilonga keglin við dómaran einki fingið upp á seg viðvíkjandi at fremja frælsið hjá brasilska fólkinum.,Claude,"Higartil hevur Musk sín áhaldandi klandur við dómaran tó ikki rokkið nøkrum, tá tað kemur til at fremja talufríðindi hjá brasilska fólkinum.",NLLB 1.3,"Higartil hevur Musk' áhaldandi ósemja við dómaran tó einki fingið í lag, sum er við til at fremja málfrælsið hjá brasilskum fólkum.",Llama 3.1 - 8B,"Higartil hevur stríðið millum Musk og dómaran ikki ført til nakað, ið kann fremja frælsi í røðslu hjá brasilsku fólkinum."
"Bolsonaro supporters are trying to paint themselves as victims of leftist political persecution, and Musk as their potential saviour.",neural_machine_translation,GPTSw3 - 6.7B,"Stuðlarnir hjá Bolsonaro royna at mála seg sjálvar sum ofrini av vinstrapolitiskum forfylging, og Musk sum teirra møguliga frelsara.",Claude,"Stuðlar Bolsonaros royna at máa seg sum offur fyri politiskari atsókn frá vinstravonginum, og Musk sum teirra møguligi frelsari.",NLLB 1.3,"Bolsonaro viðhaldsfólk royna at mála seg sum offur fyri vinstrapolitiskari forfylging, og Musk sum teirra møguliga frelsara.",Llama 3.1 - 8B,"Tey, sum stuðla Bolsonaro, royna at mála seg sum offur hjá vinstaraligum politiskum ágangi, og Musk sum møguligan bjargara."
What we are witnessing is an attack on Brazilian democracy and should be treated as such.,neural_machine_translation,GPTSw3 - 6.7B,"Tað, vit eru vitni til, er eitt álop á brasilskt fólkaræði og skuldi verið viðfarin sum slíkt.",Claude,"Tað, vit eru vitni til, er eitt álop á brasilska fólkaræðið og eigur at verða viðgjørt sum so.",NLLB 1.3,"Tað, sum vit eru vitni til, er eitt álop á brasilskt fólkaræði og eigur at verða viðfarin sum slíkt.",Llama 3.1 - 8B,"Tað vit vitna um, er ein álop á brasilskt fólkaræði og skulu viðgera tað soleiðis."
"Hurricane Helene is now classified as a tropical storm, less severe but still considered dangerous.",neural_machine_translation,GPTSw3 - 6.7B,"Ódnin Helene er nú lýst sum ein tropiskur stormur, minni álvarsligur men enn hugsað sum vandamikil.",Claude,"Ódnin Helene verður nú flokkað sum ein tropisk storma, minni álvarslig men framvegis mett at vera vandamikil.",NLLB 1.3,"Ódnin Helene er nú flokkað sum ein tropiskur stormur, minni álvarsligur men enn mettur at vera vandamikil.",Llama 3.1 - 8B,"Ódnin Helene er nú skrásett sum ein tropiskur stormur, ikki eins ágrýtin, men kortini hóttandi."
"Here’s what we know about Hurricane Helene, its impact on Florida and its trajectory across the US.",neural_machine_translation,GPTSw3 - 6.7B,"Her er tað, vit vita um Helene, hvussu hon rakti Florida og hvussu hon fór tvørtur um USA.",Claude,"Her er tað, vit vita um ódnina Helene, ávirkanina á Florida og ferðina tvørtur um USA.",NLLB 1.3,"Her er tað, vit vita um ódnina Helene, hennara ávirkan á Florida og gongdina í USA.",Llama 3.1 - 8B,"Her er tað, vit vita um ódnina Helene, ávirkan hennara á Florida og hennara ferð gjøgnum USA."
